timestamp,packet_size
2026-06-09 19:09:41,54
2026-06-09 19:09:41,101
2026-06-09 19:09:41,101
2026-06-09 19:09:41,248
2026-06-09 19:09:41,260
2026-06-09 19:09:41,66
2026-06-09 19:09:42,86
2026-06-09 19:09:42,66
2026-06-09 19:09:42,86
2026-06-09 19:09:42,74
2026-06-09 19:09:42,591
2026-06-09 19:09:43,173
2026-06-09 19:09:43,66
2026-06-09 19:09:43,520
2026-06-09 19:09:43,6574
2026-06-09 19:09:43,129
2026-06-09 19:09:43,74
2026-06-09 19:09:43,923
2026-06-09 19:09:43,177
2026-06-09 19:09:43,74
2026-06-09 19:09:44,423
2026-06-09 19:09:44,101
2026-06-09 19:09:44,74
2026-06-09 19:09:44,98
2026-06-09 19:09:44,74
2026-06-09 19:09:44,74
2026-06-09 19:09:44,74
2026-06-09 19:09:45,66
2026-06-09 19:09:49,66
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,1292
2026-06-09 19:09:50,859
2026-06-09 19:09:50,464
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,90
2026-06-09 19:09:51,829
2026-06-09 19:09:51,107
2026-06-09 19:09:52,98
2026-06-09 19:09:52,98
2026-06-09 19:09:52,435
2026-06-09 19:09:52,280
2026-06-09 19:09:52,66
2026-06-09 19:09:53,66
2026-06-09 19:09:53,54
2026-06-09 19:09:53,571
2026-06-09 19:09:53,1354
2026-06-09 19:09:53,2654
2026-06-09 19:09:53,250
2026-06-09 19:09:53,1354
2026-06-09 19:09:53,617
2026-06-09 19:09:53,54
2026-06-09 19:09:53,1354
2026-06-09 19:09:53,1354
2026-06-09 19:09:53,1354
2026-06-09 19:09:53,776
2026-06-09 19:09:54,133
2026-06-09 19:09:54,133
2026-06-09 19:09:54,54
2026-06-09 19:09:54,54
2026-06-09 19:09:54,54
2026-06-09 19:09:54,42
2026-06-09 19:09:54,42
2026-06-09 19:09:54,54
2026-06-09 19:09:54,641
2026-06-09 19:09:54,78
2026-06-09 19:09:54,54
2026-06-09 19:09:54,78
2026-06-09 19:09:54,54
2026-06-09 19:09:54,54
2026-06-09 19:09:55,54
2026-06-09 19:09:55,54
2026-06-09 19:09:55,102
2026-06-09 19:09:55,102
2026-06-09 19:09:55,78
2026-06-09 19:09:55,82
2026-06-09 19:09:55,82
2026-06-09 19:09:55,58
2026-06-09 19:09:56,86
2026-06-09 19:09:56,86
2026-06-09 19:10:07,144
2026-06-09 19:10:07,58
2026-06-09 19:10:07,138
2026-06-09 19:10:07,54
2026-06-09 19:10:08,117
2026-06-09 19:10:08,102
2026-06-09 19:10:08,78
2026-06-09 19:10:08,74
2026-06-09 19:10:08,74
2026-06-09 19:10:08,78
2026-06-09 19:10:15,102
2026-06-09 19:10:15,102
2026-06-09 19:10:15,78
2026-06-09 19:10:15,82
2026-06-09 19:10:15,82
2026-06-09 19:10:15,58
2026-06-09 19:10:20,86
2026-06-09 19:10:20,86
2026-06-09 19:10:20,42
2026-06-09 19:10:20,42
2026-06-09 19:10:25,55
2026-06-09 19:10:26,70
2026-06-09 19:10:31,42
2026-06-09 19:10:33,42
2026-06-09 19:10:33,42
2026-06-09 19:10:34,101
2026-06-09 19:10:34,101
2026-06-09 19:10:34,248
2026-06-09 19:10:35,260
2026-06-09 19:10:35,66
2026-06-09 19:10:35,86
2026-06-09 19:10:35,102
2026-06-09 19:10:35,66
2026-06-09 19:10:35,102
2026-06-09 19:10:35,82
2026-06-09 19:10:35,82
2026-06-09 19:10:35,78
2026-06-09 19:10:35,58
2026-06-09 19:10:35,86
2026-06-09 19:10:35,74
2026-06-09 19:10:35,591
2026-06-09 19:10:35,83
2026-06-09 19:10:35,83
2026-06-09 19:10:35,281
2026-06-09 19:10:36,321
2026-06-09 19:10:36,86
2026-06-09 19:10:36,173
2026-06-09 19:10:36,90
2026-06-09 19:10:36,74
2026-06-09 19:10:37,520
2026-06-09 19:10:37,355
2026-06-09 19:10:37,78
2026-06-09 19:10:37,345
2026-06-09 19:10:37,66
2026-06-09 19:10:37,74
2026-06-09 19:10:38,1374
2026-06-09 19:10:38,1374
2026-06-09 19:10:38,2674
2026-06-09 19:10:38,74
2026-06-09 19:10:38,1374
2026-06-09 19:10:38,129
2026-06-09 19:10:38,74
2026-06-09 19:10:38,935
2026-06-09 19:10:38,71
2026-06-09 19:10:38,71
2026-06-09 19:10:38,71
2026-06-09 19:10:38,177
2026-06-09 19:10:38,423
2026-06-09 19:10:38,101
2026-06-09 19:10:38,74
2026-06-09 19:10:38,98
2026-06-09 19:10:38,74
2026-06-09 19:10:38,132
2026-06-09 19:10:38,99
2026-06-09 19:10:38,103
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1266
2026-06-09 19:10:39,1266
2026-06-09 19:10:39,1266
2026-06-09 19:10:39,74
2026-06-09 19:10:39,74
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,228
2026-06-09 19:10:39,86
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:39,1292
2026-06-09 19:10:40,1292
2026-06-09 19:10:40,1292
2026-06-09 19:10:40,1135
2026-06-09 19:10:40,90
2026-06-09 19:10:40,551
2026-06-09 19:10:40,90
2026-06-09 19:10:40,90
2026-06-09 19:10:40,115
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,74
2026-06-09 19:10:40,91
2026-06-09 19:10:40,106
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,1374
2026-06-09 19:10:40,559
2026-06-09 19:10:40,91
2026-06-09 19:10:40,109
2026-06-09 19:10:40,1292
2026-06-09 19:10:40,362
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,91
2026-06-09 19:10:40,89
2026-06-09 19:10:40,78
2026-06-09 19:10:40,94
2026-06-09 19:10:40,90
2026-06-09 19:10:40,78
2026-06-09 19:10:40,346
2026-06-09 19:10:40,1374
2026-06-09 19:10:40,1374
2026-06-09 19:10:40,931
2026-06-09 19:10:40,74
2026-06-09 19:10:41,811
2026-06-09 19:10:41,105
2026-06-09 19:10:41,138
2026-06-09 19:10:41,74
2026-06-09 19:10:41,586
2026-06-09 19:10:41,66
2026-06-09 19:10:41,74
2026-06-09 19:10:41,86
2026-06-09 19:10:41,86
2026-06-09 19:10:42,118
2026-06-09 19:10:42,66
2026-06-09 19:10:42,253
2026-06-09 19:10:42,74
2026-06-09 19:10:44,42
2026-06-09 19:10:45,42
2026-06-09 19:10:46,54
2026-06-09 19:10:46,42
2026-06-09 19:10:47,101
2026-06-09 19:10:47,101
2026-06-09 19:10:47,248
2026-06-09 19:10:47,260
2026-06-09 19:10:47,66
2026-06-09 19:10:47,86
2026-06-09 19:10:47,42
2026-06-09 19:10:47,42
2026-06-09 19:10:47,66
2026-06-09 19:10:48,86
2026-06-09 19:10:48,74
2026-06-09 19:10:48,591
2026-06-09 19:10:48,173
2026-06-09 19:10:48,520
2026-06-09 19:10:48,6574
2026-06-09 19:10:48,129
2026-06-09 19:10:48,66
2026-06-09 19:10:48,74
2026-06-09 19:10:48,940
2026-06-09 19:10:49,177
2026-06-09 19:10:49,74
2026-06-09 19:10:49,423
2026-06-09 19:10:49,101
2026-06-09 19:10:49,74
2026-06-09 19:10:49,98
2026-06-09 19:10:49,74
2026-06-09 19:10:50,74
2026-06-09 19:10:50,74
2026-06-09 19:10:50,66
2026-06-09 19:10:54,82
2026-06-09 19:10:54,82
2026-06-09 19:10:54,82
2026-06-09 19:10:54,349
2026-06-09 19:10:54,189
2026-06-09 19:10:54,284
2026-06-09 19:10:54,1292
2026-06-09 19:10:54,1292
2026-06-09 19:10:54,86
2026-06-09 19:10:54,1262
2026-06-09 19:10:54,1262
2026-06-09 19:10:54,1262
2026-06-09 19:10:54,1262
2026-06-09 19:10:54,1292
2026-06-09 19:10:54,1262
2026-06-09 19:10:54,116
2026-06-09 19:10:54,954
2026-06-09 19:10:54,116
2026-06-09 19:10:55,147
2026-06-09 19:10:55,147
2026-06-09 19:10:55,795
2026-06-09 19:10:55,66
2026-06-09 19:10:55,66
2026-06-09 19:10:55,90
2026-06-09 19:10:55,74
2026-06-09 19:10:55,1374
2026-06-09 19:10:55,602
2026-06-09 19:10:55,121
2026-06-09 19:10:55,105
2026-06-09 19:10:55,105
2026-06-09 19:10:55,109
2026-06-09 19:10:55,66
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,926
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,108
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,74
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,108
2026-06-09 19:10:55,74
2026-06-09 19:10:55,109
2026-06-09 19:10:55,5274
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,1262
2026-06-09 19:10:55,153
2026-06-09 19:10:55,789
2026-06-09 19:10:55,74
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,108
2026-06-09 19:10:55,138
2026-06-09 19:10:55,102
2026-06-09 19:10:56,102
2026-06-09 19:10:56,105
2026-06-09 19:10:56,74
2026-06-09 19:10:56,253
2026-06-09 19:10:56,136
2026-06-09 19:10:56,74
2026-06-09 19:10:56,82
2026-06-09 19:10:56,82
2026-06-09 19:10:56,78
2026-06-09 19:10:56,58
2026-06-09 19:10:56,66
2026-06-09 19:10:56,105
2026-06-09 19:10:56,105
2026-06-09 19:10:56,110
2026-06-09 19:10:56,112
2026-06-09 19:10:58,66
2026-06-09 19:11:01,54
2026-06-09 19:11:02,66
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,1292
2026-06-09 19:11:05,302
2026-06-09 19:11:05,1287
2026-06-09 19:11:05,295
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,90
2026-06-09 19:11:05,89
2026-06-09 19:11:05,89
2026-06-09 19:11:05,719
2026-06-09 19:11:05,107
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,1292
2026-06-09 19:11:07,140
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,89
2026-06-09 19:11:07,90
2026-06-09 19:11:07,715
2026-06-09 19:11:07,106
2026-06-09 19:11:10,86
2026-06-09 19:11:10,86
2026-06-09 19:11:11,55
2026-06-09 19:11:11,70
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,1292
2026-06-09 19:11:13,851
2026-06-09 19:11:13,360
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,89
2026-06-09 19:11:13,828
2026-06-09 19:11:13,106
2026-06-09 19:11:15,102
2026-06-09 19:11:15,82
2026-06-09 19:11:15,102
2026-06-09 19:11:15,82
2026-06-09 19:11:15,78
2026-06-09 19:11:15,58
2026-06-09 19:11:16,42
2026-06-09 19:11:16,42
2026-06-09 19:11:23,75
2026-06-09 19:11:23,86
2026-06-09 19:11:35,102
2026-06-09 19:11:35,102
2026-06-09 19:11:35,82
2026-06-09 19:11:35,82
2026-06-09 19:11:35,78
2026-06-09 19:11:35,58
2026-06-09 19:11:37,175
2026-06-09 19:11:37,245
2026-06-09 19:11:37,74
2026-06-09 19:11:38,74
2026-06-09 19:11:38,78
2026-06-09 19:11:38,74
2026-06-09 19:11:39,71
2026-06-09 19:11:39,71
2026-06-09 19:11:40,71
2026-06-09 19:11:40,71
2026-06-09 19:11:40,230
2026-06-09 19:11:40,254
2026-06-09 19:11:40,230
2026-06-09 19:11:40,86
2026-06-09 19:11:40,86
2026-06-09 19:11:40,90
2026-06-09 19:11:40,90
2026-06-09 19:11:40,74
2026-06-09 19:11:40,74
2026-06-09 19:11:40,270
2026-06-09 19:11:40,270
2026-06-09 19:11:40,78
2026-06-09 19:11:40,78
2026-06-09 19:11:40,1378
2026-06-09 19:11:40,74
2026-06-09 19:11:40,5278
2026-06-09 19:11:40,74
2026-06-09 19:11:40,1378
2026-06-09 19:11:40,393
2026-06-09 19:11:40,74
2026-06-09 19:11:40,75
2026-06-09 19:11:40,7878
2026-06-09 19:11:40,393
2026-06-09 19:11:40,74
2026-06-09 19:11:40,86
2026-06-09 19:11:40,86
2026-06-09 19:11:40,232
2026-06-09 19:11:40,232
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,79
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,1374
2026-06-09 19:11:40,79
2026-06-09 19:11:40,86
2026-06-09 19:11:40,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,420
2026-06-09 19:11:41,420
2026-06-09 19:11:41,74
2026-06-09 19:11:41,74
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:41,78
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,74
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,1005
2026-06-09 19:11:42,1185
2026-06-09 19:11:42,74
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,74
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,533
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,74
2026-06-09 19:11:42,311
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,254
2026-06-09 19:11:42,74
2026-06-09 19:11:42,163
2026-06-09 19:11:42,74
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,308
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,254
2026-06-09 19:11:42,163
2026-06-09 19:11:42,1361
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,112
2026-06-09 19:11:42,1156
2026-06-09 19:11:42,74
2026-06-09 19:11:42,74
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,566
2026-06-09 19:11:42,1378
2026-06-09 19:11:42,1152
2026-06-09 19:11:42,118
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,255
2026-06-09 19:11:42,160
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,254
2026-06-09 19:11:42,163
2026-06-09 19:11:42,118
2026-06-09 19:11:42,74
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,255
2026-06-09 19:11:42,160
2026-06-09 19:11:42,3978
2026-06-09 19:11:42,254
2026-06-09 19:11:42,163
2026-06-09 19:11:42,118
2026-06-09 19:11:42,2678
2026-06-09 19:11:42,58
2026-06-09 19:11:42,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,86
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,74
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:43,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,74
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,1378
2026-06-09 19:11:44,593
2026-06-09 19:11:44,74
2026-06-09 19:11:45,42
2026-06-09 19:11:45,42
2026-06-09 19:11:56,102
2026-06-09 19:11:56,102
2026-06-09 19:11:56,102
2026-06-09 19:11:56,86
2026-06-09 19:11:56,82
2026-06-09 19:11:56,82
2026-06-09 19:11:56,66
2026-06-09 19:11:56,82
2026-06-09 19:11:56,78
2026-06-09 19:11:56,58
2026-06-09 19:12:00,144
2026-06-09 19:12:01,58
2026-06-09 19:12:01,138
2026-06-09 19:12:01,54
2026-06-09 19:12:02,86
2026-06-09 19:12:02,86
2026-06-09 19:12:08,75
2026-06-09 19:12:08,86
2026-06-09 19:12:15,102
2026-06-09 19:12:15,102
2026-06-09 19:12:16,82
2026-06-09 19:12:16,82
2026-06-09 19:12:16,144
2026-06-09 19:12:16,78
2026-06-09 19:12:16,58
2026-06-09 19:12:16,58
2026-06-09 19:12:16,137
2026-06-09 19:12:16,92
2026-06-09 19:12:16,92
2026-06-09 19:12:16,92
2026-06-09 19:12:16,54
2026-06-09 19:12:16,260
2026-06-09 19:12:16,257
2026-06-09 19:12:16,212
2026-06-09 19:12:16,66
2026-06-09 19:12:16,66
2026-06-09 19:12:16,66
2026-06-09 19:12:16,54
2026-06-09 19:12:16,1354
2026-06-09 19:12:16,592
2026-06-09 19:12:17,54
2026-06-09 19:12:17,66
2026-06-09 19:12:17,153
2026-06-09 19:12:17,54
2026-06-09 19:12:17,1354
2026-06-09 19:12:17,528
2026-06-09 19:12:17,738
2026-06-09 19:12:17,738
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,763
2026-06-09 19:12:18,153
2026-06-09 19:12:18,54
2026-06-09 19:12:18,54
2026-06-09 19:12:18,54
2026-06-09 19:12:18,674
2026-06-09 19:12:18,128
2026-06-09 19:12:18,146
2026-06-09 19:12:18,543
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,193
2026-06-09 19:12:18,66
2026-06-09 19:12:18,2654
2026-06-09 19:12:18,54
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,54
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,54
2026-06-09 19:12:18,54
2026-06-09 19:12:18,1354
2026-06-09 19:12:18,157
2026-06-09 19:12:18,763
2026-06-09 19:12:18,116
2026-06-09 19:12:18,85
2026-06-09 19:12:18,54
2026-06-09 19:12:18,54
2026-06-09 19:12:18,54
2026-06-09 19:12:18,128
2026-06-09 19:12:18,85
2026-06-09 19:12:19,85
2026-06-09 19:12:19,157
2026-06-09 19:12:19,335
2026-06-09 19:12:19,54
2026-06-09 19:12:19,116
2026-06-09 19:12:19,54
2026-06-09 19:12:19,54
2026-06-09 19:12:19,335
2026-06-09 19:12:19,66
2026-06-09 19:12:19,66
2026-06-09 19:12:20,42
2026-06-09 19:12:20,42
2026-06-09 19:12:25,75
2026-06-09 19:12:26,86
2026-06-09 19:12:31,86
2026-06-09 19:12:31,86
2026-06-09 19:12:35,102
2026-06-09 19:12:35,82
2026-06-09 19:12:35,102
2026-06-09 19:12:35,82
2026-06-09 19:12:35,78
2026-06-09 19:12:35,58
2026-06-09 19:12:37,71
2026-06-09 19:12:37,71
2026-06-09 19:12:37,71
2026-06-09 19:12:37,103
2026-06-09 19:12:37,132
2026-06-09 19:12:37,99
2026-06-09 19:12:37,1292
2026-06-09 19:12:37,1292
2026-06-09 19:12:37,1266
2026-06-09 19:12:37,1266
2026-06-09 19:12:37,1266
2026-06-09 19:12:37,1266
2026-06-09 19:12:37,1077
2026-06-09 19:12:37,1292
2026-06-09 19:12:37,114
2026-06-09 19:12:37,233
2026-06-09 19:12:37,1292
2026-06-09 19:12:37,1292
2026-06-09 19:12:37,1292
